"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年30週
"集計期間終了週",2021年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","409"
"RSウイルス感染症","632","528","1160","257"
"咽頭結膜熱","14","14","28","257"
"Ａ群溶血性レンサ球菌咽頭炎","34","36","70","257"
"感染性胃腸炎","311","263","574","257"
"水痘","16","11","27","257"
"手足口病","7","8","15","257"
"伝染性紅斑","3","2","5","257"
"突発性発しん","53","44","97","257"
"ヘルパンギーナ","13","23","36","257"
"流行性耳下腺炎","9","6","15","257"
"不明発しん症","4","5","9","257"
"川崎病","3","2","5","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","2","6","38"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
