"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年36週"
"集計期間終了週","2024年36週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","18","79","5","2","13","34","0","49","5","6","7","1","0","0","0","0","0","1","1","0","0","0","23","","","","","",""
"区南部","11","41","4","1","15","50","0","107","11","5","15","0","0","2","0","3","0","0","0","0","0","0","0","","","","","",""
"区西南部","19","60","1","2","15","32","1","113","6","2","16","1","0","0","0","1","0","0","3","0","0","0","12","","","","","",""
"区西部","6","67","2","3","24","51","0","89","2","3","10","1","0","0","0","0","0","0","4","0","0","1","8","","","","","",""
"区西北部","16","140","2","1","35","41","0","136","14","5","15","1","1","0","0","0","0","1","0","0","0","0","4","","","","","",""
"区東北部","7","84","5","3","15","39","3","86","4","7","13","0","0","0","0","1","0","0","1","0","0","0","3","","","","","",""
"区東部","9","124","4","1","29","49","3","118","13","5","11","0","1","0","0","1","0","0","3","0","0","0","4","","","","","",""
"西多摩","0","28","0","0","1","7","1","16","3","0","1","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","9","101","3","2","23","60","3","138","3","10","11","0","0","0","0","0","0","0","0","0","0","1","8","","","","","",""
"北多摩西部","3","38","3","1","14","21","0","37","5","1","8","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩南部","3","73","0","3","34","31","1","120","13","9","8","2","0","0","0","2","1","1","8","0","0","0","11","","","","","",""
"北多摩北部","5","51","3","1","25","40","0","132","2","7","6","0","1","0","0","1","0","0","3","0","0","0","9","","","","","",""
"島しょ","0","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","106","892","32","20","243","455","12","1141","81","61","121","6","3","2","0","9","1","3","23","0","0","2","89","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年36週"
"集計期間終了週","2024年36週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","13","86","6","1","19","38","2","38","18","5","6","1","0","0","0","2","0","1","1","0","0","0","9","","","","","",""
"区南部","15","51","1","2","8","40","0","75","7","5","11","0","0","2","0","2","0","0","0","0","0","0","1","","","","","",""
"区西南部","9","88","3","5","6","27","1","74","2","2","17","1","0","0","0","1","0","0","3","0","0","1","10","","","","","",""
"区西部","12","93","3","4","19","37","1","73","5","4","4","1","0","1","0","0","0","0","5","0","0","1","16","","","","","",""
"区西北部","15","191","2","8","20","44","1","93","20","4","15","1","1","0","0","1","0","1","0","0","0","0","4","","","","","",""
"区東北部","13","105","3","6","24","24","3","68","1","4","10","0","0","0","0","1","0","2","1","0","0","0","1","","","","","",""
"区東部","8","133","8","1","17","39","6","106","4","3","12","3","1","0","0","1","0","0","3","0","0","0","1","","","","","",""
"西多摩","1","43","0","0","1","10","3","13","3","0","1","1","0","0","0","0","0","0","3","0","0","0","1","","","","","",""
"南多摩","3","110","4","1","27","49","2","106","10","1","9","1","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"北多摩西部","3","47","2","1","8","23","2","36","5","1","3","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","1","94","2","1","33","28","2","112","14","7","11","2","1","0","0","2","1","1","5","0","0","0","3","","","","","",""
"北多摩北部","9","72","3","4","26","25","0","96","3","2","3","1","1","0","0","1","0","1","2","0","0","0","13","","","","","",""
"島しょ","0","6","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","102","1119","37","34","208","384","23","892","92","39","102","12","4","3","0","11","1","6","23","0","0","3","62","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年36週"
"集計期間終了週","2024年36週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","31","165","11","3","32","72","2","87","23","11","13","2","0","0","0","2","0","1","2","0","0","0","32","32","20","2","4","4","4"
"区南部","26","92","5","3","23","90","0","182","18","10","26","0","0","2","0","5","0","0","0","0","0","0","1","33","21","3","1","1","1"
"区西南部","28","148","4","7","21","59","2","187","8","4","33","1","0","0","0","1","0","0","3","0","0","1","22","40","25","4","3","3","3"
"区西部","18","160","5","7","43","88","1","162","7","7","14","1","0","1","0","0","0","0","9","0","0","1","24","39","25","4","4","4","4"
"区西北部","31","331","4","9","55","85","1","229","34","9","30","2","1","0","0","1","0","1","0","0","0","0","8","56","35","6","2","2","2"
"区東北部","20","189","8","9","39","63","3","154","5","11","23","0","0","0","0","1","0","2","1","0","0","0","4","40","25","4","1","1","1"
"区東部","17","257","12","1","46","88","9","224","17","8","23","3","2","0","0","1","0","0","3","0","0","0","5","41","26","4","1","1","1"
"西多摩","1","71","0","0","2","17","4","29","3","0","1","1","0","0","0","0","0","0","3","0","0","0","4","14","8","1","1","1","1"
"南多摩","12","211","7","3","50","109","5","244","13","11","20","1","0","0","0","0","0","0","0","0","0","1","10","45","28","4","1","1","1"
"北多摩西部","6","85","5","2","22","44","2","73","10","2","11","0","0","0","0","0","0","0","0","0","0","0","5","21","14","2","1","1","1"
"北多摩南部","4","167","2","4","67","59","3","232","27","16","19","4","1","0","0","2","1","2","13","0","0","0","14","33","21","3","3","3","3"
"北多摩北部","14","123","6","5","51","65","0","228","5","9","9","1","2","0","0","1","0","1","5","0","0","0","22","23","15","2","2","2","2"
