"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年33週
"集計期間終了週",2002年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","11","7","18","142"
"Ａ群溶血性レンサ球菌咽頭炎","4","5","9","142"
"感染性胃腸炎","68","51","119","142"
"水痘","14","17","31","142"
"手足口病","29","36","65","142"
"伝染性紅斑","1","2","3","142"
"突発性発しん","20","14","34","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","40","32","72","142"
"麻しん（成人麻しん以外）","4","0","4","142"
"流行性耳下腺炎","29","20","49","142"
"不明発しん症","1","2","3","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","10","15","25","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","6","3","9","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","0","1","25"
