"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年28週
"集計期間終了週",2012年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","9","12","21","412"
"RSウイルス感染症","18","10","28","260"
"咽頭結膜熱","91","81","172","260"
"Ａ群溶血性レンサ球菌咽頭炎","301","271","572","260"
"感染性胃腸炎","797","637","1434","260"
"水痘","129","128","257","260"
"手足口病","211","147","358","260"
"伝染性紅斑","35","25","60","260"
"突発性発しん","105","99","204","260"
"百日咳","3","5","8","260"
"ヘルパンギーナ","1099","991","2090","260"
"流行性耳下腺炎","41","38","79","260"
"不明発しん症","23","26","49","260"
"川崎病","1","2","3","260"
"急性出血性結膜炎","1","0","1","37"
"流行性角結膜炎","7","7","14","37"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","1","1","2","23"
"マイコプラズマ肺炎","8","6","14","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
"インフルエンザ入院","1","0","1","25"
