"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年48週
"集計期間終了週",2012年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","72","56","128","418"
"RSウイルス感染症","62","48","110","263"
"咽頭結膜熱","76","68","144","263"
"Ａ群溶血性レンサ球菌咽頭炎","288","278","566","263"
"感染性胃腸炎","3220","2990","6210","263"
"水痘","174","169","343","263"
"手足口病","50","50","100","263"
"伝染性紅斑","6","9","15","263"
"突発性発しん","80","87","167","263"
"百日咳","2","2","4","263"
"ヘルパンギーナ","13","7","20","263"
"流行性耳下腺炎","36","20","56","263"
"不明発しん症","13","7","20","263"
"川崎病","2","1","3","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","9","23","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","11","8","19","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
