"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年51週
"集計期間終了週",2024年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","8635","8092","16727","418"
"新型コロナウイルス感染症（COVID-19）","653","726","1379","418"
"RSウイルス感染症","40","31","71","264"
"咽頭結膜熱","46","34","80","264"
"Ａ群溶血性レンサ球菌咽頭炎","438","389","827","264"
"感染性胃腸炎","965","818","1783","264"
"水痘","84","73","157","264"
"手足口病","105","65","170","264"
"伝染性紅斑","433","368","801","264"
"突発性発しん","35","35","70","264"
"ヘルパンギーナ","3","1","4","264"
"流行性耳下腺炎","12","5","17","264"
"不明発しん症","8","1","9","264"
"川崎病","2","3","5","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","17","19","36","39"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","20","27","47","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","119","115","234","25"
"COVID-19入院","49","47","96","25"
