"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年4月"
"集計期間終了月","2013年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","5","3","0","0"
"1～4歳","0","0","0","0","0","0","2","8","0","0"
"5～9歳","0","0","0","0","0","0","2","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","2","0","0","0","0","0","0","0","0","0"
"20～24歳","16","4","3","9","0","1","0","0","0","0"
"25～29歳","21","7","7","25","0","1","0","0","0","0"
"30～34歳","30","3","15","12","0","1","0","0","0","0"
"35～39歳","18","8","9","6","0","6","0","0","0","0"
"40～44歳","9","11","6","5","0","4","1","1","0","0"
"45～49歳","10","12","7","3","0","1","3","0","0","0"
"50～54歳","1","4","4","1","0","1","1","2","0","0"
"55～59歳","6","3","1","1","0","0","4","0","0","0"
"60～64歳","4","3","0","1","1","0","1","1","0","0"
"65～69歳","1","3","1","0","0","0","6","3","0","0"
"70歳以上","0","2","0","2","0","0","15","15","0","0"
"合計","118","60","53","65","1","15","40","34","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年4月"
"集計期間終了月","2013年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","1","1","0","0"
"1～4歳","0","0","0","0","0","0","5","7","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0","0"
"10～14歳","1","0","0","0","0","0","2","0","0","0"
"15～19歳","6","2","1","2","1","0","0","0","0","0"
"20～24歳","20","5","7","3","1","0","1","0","0","0"
"25～29歳","29","7","6","1","3","0","0","0","0","0"
"30～34歳","11","4","3","3","0","0","0","1","0","0"
"35～39歳","10","1","2","0","1","0","2","2","0","0"
"40～44歳","4","2","1","0","0","0","2","0","0","0"
"45～49歳","2","2","0","2","1","0","0","0","0","0"
"50～54歳","0","1","0","0","0","0","0","1","0","0"
"55～59歳","0","0","0","0","0","0","0","1","0","0"
"60～64歳","0","0","0","0","1","0","0","1","0","0"
"65～69歳","0","0","0","0","0","0","1","3","0","0"
"70歳以上","0","2","0","0","1","0","11","7","0","0"
"合計","83","26","20","11","9","0","27","24","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年4月"
"集計期間終了月","2013年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","6","4","0","0"
"1～4歳","0","0","0","0","0","0","7","15","0","0"
"5～9歳","0","0","0","0","0","0","4","1","0","0"
"10～14歳","1","0","0","0","0","0","2","0","0","0"
"15～19歳","8","2","1","2","1","0","0","0","0","0"
"20～24歳","36","9","10","12","1","1","1","0","0","0"
"25～29歳","50","14","13","26","3","1","0","0","0","0"
"30～34歳","41","7","18","15","0","1","0","1","0","0"
"35～39歳","28","9","11","6","1","6","2","2","0","0"
"40～44歳","13","13","7","5","0","4","3","1","0","0"
"45～49歳","12","14","7","5","1","1","3","0","0","0"
"50～54歳","1","5","4","1","0","1","1","3","0","0"
"55～59歳","6","3","1","1","0","0","4","1","0","0"
"60～64歳","4","3","0","1","2","0","1","2","0","0"
"65～69歳","1","3","1","0","0","0","7","6","0","0"
"70歳以上","0","4","0","2","1","0","26","22","0","0"
"合計","201","86","73","76","10","15","67","58","0","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


