"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2003年16週"
"集計期間終了週","2003年16週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","2","7","37","6","3","1","6","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","2","0","3","8","47","5","1","5","5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","2","","","","","",""
"区西南部","0","0","2","3","46","5","0","4","5","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","2","49","5","0","2","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","","","","","",""
"区西北部","0","0","0","7","21","1","1","1","8","0","0","0","0","4","0","0","0","1","0","0","0","2","0","0","","","","","",""
"区東北部","0","0","0","2","27","4","0","0","5","0","1","0","3","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","1","0","1","13","36","2","4","1","4","0","0","0","0","1","0","0","0","3","0","0","0","0","0","2","","","","","",""
"西多摩","0","0","0","0","12","1","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","0","32","10","0","2","5","0","0","5","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","12","0","0","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","0","5","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","3","20","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","0","9","45","344","45","9","17","43","1","1","5","6","18","4","1","1","7","0","0","0","2","0","6","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2003年16週"
"集計期間終了週","2003年16週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","2","4","39","4","3","2","5","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","1","0","3","7","56","9","1","6","2","0","0","0","0","1","4","0","0","0","0","0","0","0","0","2","","","","","",""
"区西南部","0","0","1","2","47","4","0","3","1","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","2","48","4","0","6","2","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2","","","","","",""
"区西北部","0","0","0","6","20","11","1","1","10","0","0","0","1","2","0","0","0","1","0","0","0","1","0","0","","","","","",""
"区東北部","0","0","0","6","30","3","0","1","1","0","1","1","1","1","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","1","0","1","8","35","3","3","1","4","0","0","0","0","1","0","0","0","3","0","0","0","0","0","2","","","","","",""
"西多摩","0","0","0","0","12","1","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","0","32","14","0","4","3","0","0","3","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","13","1","0","1","0","0","0","0","3","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
