"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年30週
"集計期間終了週",2007年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","0","2","287"
"RSウイルス感染症","3","1","4","150"
"咽頭結膜熱","69","47","116","150"
"Ａ群溶血性レンサ球菌咽頭炎","109","84","193","150"
"感染性胃腸炎","322","230","552","150"
"水痘","44","45","89","150"
"手足口病","241","166","407","150"
"伝染性紅斑","38","30","68","150"
"突発性発しん","57","50","107","150"
"百日咳","0","2","2","150"
"風しん","0","0","0","150"
"ヘルパンギーナ","619","530","1149","150"
"麻しん（成人麻しん以外）","1","2","3","150"
"流行性耳下腺炎","25","21","46","150"
"不明発しん症","5","4","9","150"
"川崎病","0","0","0","150"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","13","14","27","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","2","5","7","25"
"マイコプラズマ肺炎","4","8","12","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","3","3","6","25"
