"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年32週
"集計期間終了週",2013年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","3","5","390"
"RSウイルス感染症","64","69","133","252"
"咽頭結膜熱","73","49","122","252"
"Ａ群溶血性レンサ球菌咽頭炎","123","120","243","252"
"感染性胃腸炎","398","358","756","252"
"水痘","71","59","130","252"
"手足口病","1645","1376","3021","252"
"伝染性紅斑","13","19","32","252"
"突発性発しん","85","64","149","252"
"百日咳","3","2","5","252"
"ヘルパンギーナ","412","387","799","252"
"流行性耳下腺炎","23","18","41","252"
"不明発しん症","15","14","29","252"
"川崎病","1","1","2","252"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","14","12","26","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","6","3","9","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
