"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年46週
"集計期間終了週",2022年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","83","42","125","412"
"RSウイルス感染症","74","56","130","260"
"咽頭結膜熱","10","20","30","260"
"Ａ群溶血性レンサ球菌咽頭炎","29","32","61","260"
"感染性胃腸炎","821","659","1480","260"
"水痘","19","14","33","260"
"手足口病","41","42","83","260"
"伝染性紅斑","1","4","5","260"
"突発性発しん","38","37","75","260"
"ヘルパンギーナ","18","10","28","260"
"流行性耳下腺炎","7","1","8","260"
"不明発しん症","5","2","7","260"
"川崎病","1","0","1","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","2","2","4","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
