"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年33週
"集計期間終了週",2000年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","2","7","9","142"
"Ａ群溶血性レンサ球菌咽頭炎","4","8","12","142"
"感染性胃腸炎","72","77","149","142"
"水痘","15","10","25","142"
"手足口病","104","79","183","142"
"伝染性紅斑","10","8","18","142"
"突発性発しん","19","21","40","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","56","46","102","142"
"麻しん（成人麻しん以外）","4","6","10","142"
"流行性耳下腺炎","28","29","57","142"
"不明発しん症","7","8","15","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","20","27","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
