"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年51週
"集計期間終了週",2000年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","20","19","39","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","5","3","8","142"
"Ａ群溶血性レンサ球菌咽頭炎","19","23","42","142"
"感染性胃腸炎","901","943","1844","142"
"水痘","102","92","194","142"
"手足口病","17","16","33","142"
"伝染性紅斑","35","30","65","142"
"突発性発しん","35","34","69","142"
"百日咳","0","2","2","142"
"風しん","2","0","2","142"
"ヘルパンギーナ","4","9","13","142"
"麻しん（成人麻しん以外）","2","5","7","142"
"流行性耳下腺炎","80","68","148","142"
"不明発しん症","6","4","10","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","2","8","10","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
