"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年6週
"集計期間終了週",2011年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4306","4204","8510","417"
"RSウイルス感染症","36","19","55","262"
"咽頭結膜熱","48","45","93","262"
"Ａ群溶血性レンサ球菌咽頭炎","295","255","550","262"
"感染性胃腸炎","1461","1290","2751","262"
"水痘","169","142","311","262"
"手足口病","11","5","16","262"
"伝染性紅斑","44","52","96","262"
"突発性発しん","57","50","107","262"
"百日咳","5","3","8","262"
"ヘルパンギーナ","2","0","2","262"
"流行性耳下腺炎","35","22","57","262"
"不明発しん症","6","7","13","262"
"川崎病","2","0","2","262"
"急性出血性結膜炎","1","1","2","38"
"流行性角結膜炎","7","4","11","38"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","1","1","23"
"マイコプラズマ肺炎","5","9","14","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
"インフルエンザ入院","0","0","0","25"
