"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年8月"
"集計期間終了月","2012年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","18","0","6","7","0","2","1","0","0","0","",""
"中央区","12","6","2","9","0","0","0","0","0","0","",""
"みなと","6","27","11","3","0","1","5","0","0","0","",""
"新宿区","18","3","9","18","0","5","10","4","0","0","",""
"文京","6","1","2","5","0","1","0","2","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","3","0","0","0","0","0","3","2","1","0","",""
"江東区","12","9","1","8","0","0","0","0","0","0","",""
"品川区","8","5","2","3","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","0","0","0","7","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","1","0","0","",""
"渋谷区","14","4","3","2","0","0","0","0","0","0","",""
"中野区","0","2","0","0","0","1","0","0","0","0","",""
"杉並","3","0","0","1","0","0","0","0","0","0","",""
"池袋","9","4","5","4","0","0","1","1","0","0","",""
"北区","1","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","4","2","0","2","0","0","5","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","3","0","1","3","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","4","0","0","",""
"江戸川","4","0","2","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","1","0","0","0","0","0","0","",""
"多摩府中","0","0","0","2","0","0","21","6","0","0","",""
"多摩小平","0","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","124","63","44","68","0","10","56","22","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年8月"
"集計期間終了月","2012年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","1","0","0","0","0","0","0","0","0","0","",""
"中央区","1","0","0","0","0","0","0","0","0","0","",""
"みなと","3","5","4","0","0","0","1","0","0","0","",""
"新宿区","6","8","3","1","1","0","8","1","0","0","",""
"文京","0","0","0","0","0","0","1","2","0","0","",""
"台東","3","3","0","0","1","0","0","0","0","0","",""
"墨田区","1","2","1","0","1","0","0","1","0","0","",""
"江東区","2","2","0","0","1","0","0","0","0","0","",""
"品川区","1","0","0","0","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","15","0","0","0","0","0","2","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","0","",""
"渋谷区","7","6","7","0","0","0","0","0","0","0","",""
"中野区","3","0","1","0","1","0","0","0","0","0","",""
"杉並","0","1","1","0","0","0","0","0","0","0","",""
"池袋","7","6","2","3","2","0","1","0","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","1","2","0","0","0","0","0","0","0","0","",""
"板橋区","6","1","3","0","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","4","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","1","0","0","",""
"江戸川","7","6","2","1","3","0","0","0","0","0","",""
"八王子市","5","1","0","0","3","0","0","0","0","0","",""
"町田市","1","3","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","13","2","0","3","1","0","0","0","0","0","",""
"多摩府中","0","0","1","0","0","0","12","4","0","0","",""
"多摩小平","1","0","0","0","0","0","0","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","88","48","25","8","15","0","31","12","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年8月"
"集計期間終了月","2012年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","19","0","6","7","0","2","1","0","0","0","2","2"
"中央区","13","6","2","9","0","0","0","0","0","0","3","0"
"みなと","9","32","15","3","0","1","6","0","0","0","2","1"
"新宿区","24","11","12","19","1","5","18","5","0","0","7","2"
"文京","6","1","2","5","0","1","1","4","0","0","1","1"
"台東","3","3","0","0","1","0","0","0","0","0","2","0"
"墨田区","4","2","1","0","1","0","3","3","1","0","2","1"
"江東区","14","11","1","8","1","0","0","0","0","0","2","0"
"品川区","9","5","2","3","1","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","17","0","0","0","0","0","9","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","2","1","0","0","0","2"
"渋谷区","21","10","10","2","0","0","0","0","0","0","5","1"
"中野区","3","2","1","0","1","1","0","0","0","0","2","1"
"杉並","3","1","1","1","0","0","0","0","0","0","2","1"
"池袋","16","10","7","7","2","0","2","1","0","0","3","1"
"北区","1","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","1","2","0","0","0","0","0","0","0","0","1","0"
"板橋区","10","3","3","2","0","0","6","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","7","0","1","3","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","5","5","0","0","0","1"
"江戸川","11","6","4","1","3","0","0","0","0","0","2","0"
"八王子市","5","1","0","0","3","0","1","0","0","0","4","1"
"町田市","1","3","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","14","2","0","4","1","0","0","0","0","0","2","1"
"多摩府中","0","0","1","2","0","0","33","10","0","0","3","3"
"多摩小平","1","0","0","0","0","0","0","5","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","212","111","69","76","15","10","87","34","1","0","55","25"


