"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2020年5月"
"集計期間終了月","2020年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","3","0","1","2","0","0","2","0","0","",""
"中央区","3","3","0","0","0","0","0","0","0","",""
"みなと","2","1","4","1","0","0","2","0","0","",""
"新宿区","8","3","3","2","0","0","9","0","0","",""
"文京","2","2","1","1","0","0","2","0","0","",""
"台東","2","0","0","0","0","0","0","0","0","",""
"墨田区","4","0","4","0","0","0","2","0","0","",""
"江東区","0","0","0","0","0","0","0","0","0","",""
"品川区","11","3","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","5","0","0","2","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","",""
"渋谷区","15","3","5","8","0","0","0","0","0","",""
"中野区","6","0","0","2","0","0","0","0","0","",""
"杉並","2","0","0","0","0","0","1","0","0","",""
"池袋","6","2","1","6","0","0","0","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","0","3","2","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","0","0","",""
"江戸川","12","0","0","3","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","14","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","82","17","22","29","0","0","37","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2020年5月"
"集計期間終了月","2020年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","1","0","0","",""
"中央区","1","0","0","0","1","0","0","0","0","",""
"みなと","2","0","0","3","1","0","2","0","0","",""
"新宿区","5","1","1","2","0","0","3","0","0","",""
"文京","0","0","0","0","1","0","1","0","0","",""
"台東","1","1","1","5","3","0","0","0","0","",""
"墨田区","0","0","0","0","0","0","1","0","0","",""
"江東区","0","0","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
