"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2001年26週
"集計期間終了週",2001年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","8","6","14","142"
"Ａ群溶血性レンサ球菌咽頭炎","39","28","67","142"
"感染性胃腸炎","162","148","310","142"
"水痘","79","60","139","142"
"手足口病","82","61","143","142"
"伝染性紅斑","61","53","114","142"
"突発性発しん","49","38","87","142"
"百日咳","1","0","1","142"
"風しん","3","1","4","142"
"ヘルパンギーナ","329","347","676","142"
"麻しん（成人麻しん以外）","9","11","20","142"
"流行性耳下腺炎","55","70","125","142"
"不明発しん症","9","10","19","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","17","13","30","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","2","5","7","25"
