"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2006年49週"
"集計期間終了週","2006年49週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","7","20","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"中央区","0","0","0","0","20","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","2","4","9","29","4","1","0","0","0","0","0","0","1","0","0","0","2","0","1","0","0","0","","","","","",""
"新宿区","0","1","1","0","71","1","1","1","0","0","0","0","0","0","1","0","0","4","0","0","1","0","0","","","","","",""
"文京","0","0","0","0","28","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","0","1","0","0","46","2","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","1","2","67","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","2","54","2","0","0","2","0","0","0","0","0","2","0","0","1","0","0","0","0","0","","","","","",""
"品川区","0","2","0","3","99","4","2","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","19","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","7","3","8","187","3","2","2","3","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","0","0","7","154","2","9","3","3","0","0","0","0","4","0","1","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","63","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","1","0","5","98","5","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","2","5","102","5","5","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","10","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","5","73","4","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","0","0","27","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","71","1","2","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","","","","","",""
"練馬区","0","0","0","4","56","7","0","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","0","31","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","3","67","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","3","0","11","87","3","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","0","4","1","5","34","2","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","1","0","8","57","6","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","2","64","2","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","3","35","1","0","2","1","0","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","0","71","7","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","0","3","95","8","2","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","11","1","4","117","7","0","2","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","36","14","97","1952","86","33","28","34","0","0","6","0","33","6","1","0","9","0","1","3","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2006年49週"
"集計期間終了週","2006年49週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","2","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","17","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","2","3","8","29","4","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","0","1","2","0","73","6","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"文京","0","0","0","1","24","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","2","0","0","45","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","0","1","60","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","8","68","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","1","2","85","2","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","1","0","24","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","4","0","9","190","5","3","2","2","0","0","0","0","3","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","0","0","5","148","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"渋谷区","0","0","1","0","60","1","2","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","1","0","2","87","3","1","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","3","7","115","3","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","21","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","3","80","4","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","1","0","27","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","61","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","1","2","47","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","2","35","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","1","48","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","1","0","9","84","7","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","0","0","0","6","26","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","7","60","3","0","0","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","3","69","7","0","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","2","33","2","0","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","0","63","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","2","2","132","7","2","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","13","3","2","125","7","1","3","4","0","0","1","0","1","1","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","28","20","90","1944","84","21","30","30","0","0","2","0","26","7","0","0","4","0","0","0","1","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2006年49週"
"集計期間終了週","2006年49週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","3","0","15","28","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","4","0","2","0","0"
"中央区","0","0","0","0","37","1","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
