"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年41週"
"集計期間終了週","2012年41週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","25","0","0","7","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","45","0","2","43","4","5","0","28","0","6","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","67","4","1","54","9","22","3","42","0","8","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","30","4","5","49","10","14","1","11","0","8","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","1","10","5","10","43","9","5","0","1","0","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","3","5","21","33","16","11","1","0","0","6","6","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"5歳","0","0","9","32","33","12","2","0","1","0","3","12","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","1","3","1","27","22","7","4","0","0","0","1","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","4","22","17","0","2","0","0","0","0","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","3","0","1","13","21","4","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","3","17","2","0","0","0","0","2","5","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","2","0","2","10","35","1","1","0","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","4","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","2","5","28","1","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","11","183","39","155","413","76","69","5","83","2","40","47","14","4","0","10","1","1","12","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年41週"
"集計期間終了週","2012年41週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","24","0","0","4","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","48","1","1","40","3","3","0","37","0","6","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","59","5","2","52","8","12","4","44","0","11","0","4","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","23","3","2","32","6","13","0","7","0","4","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","1","11","2","13","31","5","11","0","1","0","3","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","1","8","5","26","28","14","3","0","0","0","4","3","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","0","2","3","20","21","5","8","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","1","2","19","14","3","4","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","5","16","17","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","10","15","3","1","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","7","11","0","1","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","3","19","34","1","0","0","0","0","1","1","1","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0"
"15～19歳","0","0","1","2","11","0","0","0","0","0","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","3","8","47","1","2","0","0","2","1","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","6","176","33","145","357","52","59","4","89","2","39","29","18","2","0","2","1","0","18","0","1","0","0","0","0","0","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年41週"
"集計期間終了週","2012年41週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","49","0","0","11","3","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","93","1","3","83","7","8","0","65","0","12","0","11","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","126","9","3","106","17","34","7","86","0","19","1","8","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","53","7","7","81","16","27","1","18","0","12","3","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","2","21","7","23","74","14","16","0","2","0","8","8","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","1","11","10","47","61","30","14","1","0","0","10","9","3","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"5歳","0","2","12","52","54","17","10","0","1","0","8","15","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","1","4","3","46","36","10","8","0","0","0","2","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","9","38","34","1","3","0","0","0","0","6","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","3","0","1","23","36","7","4","0","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","10","28","2","1","0","0","0","3","7","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"10～14歳","2","0","5","29","69","2","1","0","0","0","1","6","1","0","0","1","0","0","4","0","1","0","0","0","0","0","1","0"
"15～19歳","1","0","1","6","22","0","0","0","0","0","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"20～29歳","0","0","5","13","75","2","2","0","0","4","2","3","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0"
"30～39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","2","0","0","0","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","17","359","72","300","770","128","128","9","172","4","79","76","32","6","0","12","2","1","30","0","1","0","0","0","0","0","1","0"
"定点数","409","260","260","260","260","260","260","260","260","260","260","260","260","260","38","38","25","25","25","25","25","25","25","25","25","25","25","25"


