"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年4週
"集計期間終了週",2007年4週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","251","247","498","277"
"RSウイルス感染症","30","26","56","140"
"咽頭結膜熱","18","21","39","140"
"Ａ群溶血性レンサ球菌咽頭炎","139","138","277","140"
"感染性胃腸炎","480","447","927","140"
"水痘","98","106","204","140"
"手足口病","5","8","13","140"
"伝染性紅斑","41","46","87","140"
"突発性発しん","33","44","77","140"
"百日咳","3","1","4","140"
"風しん","0","0","0","140"
"ヘルパンギーナ","2","2","4","140"
"麻しん（成人麻しん以外）","0","0","0","140"
"流行性耳下腺炎","20","13","33","140"
"不明発しん症","11","11","22","140"
"川崎病","4","2","6","140"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","11","4","15","14"
"細菌性髄膜炎","0","1","1","22"
"無菌性髄膜炎","0","0","0","22"
"マイコプラズマ肺炎","1","1","2","22"
"クラミジア肺炎(オウム病は除く)","0","0","0","22"
"成人麻しん","0","0","0","22"
