"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年29週"
"集計期間終了週","2009年29週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","0","6","4","30","4","6","0","8","0","4","1","0","0","0","2","0","0","0","0","","","","","",""
"区南部","6","2","5","10","54","9","6","1","8","1","5","6","4","0","0","0","0","0","0","0","","","","","",""
"区西南部","10","0","3","6","13","11","3","10","4","0","10","2","0","0","0","1","0","0","0","0","","","","","",""
"区西部","3","0","1","9","28","5","5","1","6","0","9","5","2","0","0","1","0","0","0","0","","","","","",""
"区西北部","4","0","3","5","13","6","16","5","2","0","8","0","1","0","0","3","0","0","0","0","","","","","",""
"区東北部","5","0","1","7","17","5","5","7","3","0","11","2","1","0","0","2","0","0","2","1","","","","","",""
"区東部","0","0","6","10","27","6","22","0","8","0","11","9","3","0","0","2","0","0","0","0","","","","","",""
"西多摩","0","0","3","0","6","4","3","0","0","1","0","9","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","0","1","33","43","23","14","10","7","1","12","30","5","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","1","1","2","2","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","6","0","2","1","11","4","1","2","0","0","10","2","1","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","0","4","4","30","4","2","1","7","1","4","1","1","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","37","2","35","90","273","83","85","37","53","4","86","68","18","0","0","13","0","0","2","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年29週"
"集計期間終了週","2009年29週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","0","3","7","27","6","4","0","4","0","3","3","0","0","0","2","0","0","2","0","","","","","",""
"区南部","3","2","15","6","38","5","5","1","7","1","1","3","3","0","0","1","0","0","0","0","","","","","",""
"区西南部","13","0","3","2","14","5","8","4","4","2","17","2","0","0","0","1","0","0","0","0","","","","","",""
"区西部","3","0","1","3","35","4","5","1","6","0","14","3","2","0","1","1","0","0","1","0","","","","","",""
"区西北部","4","0","2","5","15","3","17","5","4","2","4","5","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","4","1","2","5","13","4","6","1","7","0","8","3","1","0","0","1","0","0","2","1","","","","","",""
"区東部","3","0","2","5","25","6","15","2","4","0","8","16","3","0","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","3","1","6","3","4","0","1","1","0","5","0","0","0","0","0","1","0","0","","","","","",""
"南多摩","1","0","1","29","34","15","13","7","14","1","18","26","5","0","0","2","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","1","3","1","1","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","6","0","2","1","5","3","2","3","3","0","13","2","1","0","0","0","0","0","1","0","","","","","",""
"北多摩北部","1","0","4","8","20","3","2","1","2","1","10","5","1","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","40","3","38","73","235","58","82","25","56","8","98","74","17","0","1","12","0","1","6","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年29週"
"集計期間終了週","2009年29週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","0","9","11","57","10","10","0","12","0","7","4","0","0","0","2","0","0","2","0","27","19","2","4","4","0"
"区南部","9","4","20","16","92","14","11","2","15","1","6","9","7","0","0","1","0","0","0","0","26","15","3","1","1","0"
"区西南部","23","0","3","8","27","16","11","14","8","2","27","4","0","0","0","1","0","0","0","0","28","15","4","3","3","0"
"区西部","6","0","2","12","63","9","10","2","6","0","23","8","2","0","1","1","0","0","1","0","30","18","4","4","4","0"
"区西北部","4","0","5","10","28","9","33","10","6","2","12","5","1","0","0","4","0","0","0","0","39","19","6","2","2","0"
"区東北部","9","1","3","12","30","9","11","8","10","0","19","5","2","0","0","3","0","0","4","1","25","11","4","1","1","0"
"区東部","3","0","8","15","52","12","37","2","12","0","19","25","6","0","0","3","0","0","0","0","27","12","4","1","1","0"
"西多摩","0","0","3","1","12","7","7","0","1","2","0","14","0","0","0","0","0","1","0","0","9","5","1","1","1","0"
"南多摩","1","0","1","62","77","38","27","17","21","2","30","56","10","0","0","3","0","0","0","0","28","12","4","1","1","0"
"北多摩西部","0","0","0","2","4","3","3","0","0","0","2","1","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"北多摩南部","12","0","2","2","16","7","3","5","3","0","23","2","1","0","0","0","0","0","1","0","21","10","3","2","3","0"
"北多摩北部","2","0","4","12","50","7","4","2","9","1","14","6","1","0","0","3","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","72","5","60","163","508","141","167","62","103","10","182","139","30","0","1","21","0","1","8","1","289","149","39","24","25","0"


