"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2019年5月"
"集計期間終了月","2019年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","12","0","2","7","0","0","0","0","0","",""
"中央区","7","2","1","4","0","0","0","0","0","",""
"みなと","11","4","6","4","0","0","6","0","0","",""
"新宿区","26","16","53","17","0","0","2","0","0","",""
"文京","3","1","0","1","0","0","2","0","0","",""
"台東","2","1","1","1","0","0","0","0","0","",""
"墨田区","2","2","3","1","0","0","2","0","0","",""
"江東区","10","4","1","6","0","0","0","0","0","",""
"品川区","6","2","1","2","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","1","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","5","1","0","",""
"渋谷区","21","18","15","7","0","0","1","0","0","",""
"中野区","10","0","0","9","0","0","0","0","0","",""
"杉並","9","1","0","1","0","0","2","0","0","",""
"池袋","11","5","3","9","0","0","1","2","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","1","0","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","2","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","1","0","",""
"江戸川","7","1","1","5","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","4","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","0","0","0","0","17","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","142","58","87","75","0","0","44","4","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2019年5月"
"集計期間終了月","2019年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","1","0","0","0","0","0","1","0","0","",""
"中央区","1","0","0","1","0","0","0","0","0","",""
"みなと","2","0","0","0","0","0","0","0","0","",""
"新宿区","11","7","26","4","0","0","1","0","0","",""
"文京","0","0","0","0","0","0","0","0","0","",""
"台東","20","0","2","36","0","0","0","0","0","",""
"墨田区","4","2","0","0","0","0","2","0","0","",""
"江東区","0","0","1","1","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","0","1","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","0","0","0","",""
"渋谷区","12","6","2","1","0","0","0","0","0","",""
"中野区","0","0","0","0","1","0","0","0","0","",""
"杉並","1","0","1","0","0","0","0","0","0","",""
"池袋","11","3","2","3","0","0","3","1","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","1","0","0","0","0","0","0","0","",""
"板橋区","0","1","1","0","1","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","7","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","1","0","",""
"江戸川","5","1","0","0","3","0","0","0","0","",""
"八王子市","5","2","1","0","1","0","1","2","0","",""
"町田市","3","1","1","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","12","0","1","3","0","0","0","0","0","",""
"多摩府中","0","2","0","0","0","0","2","0","0","",""
"多摩小平","1","0","0","0","1","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","99","26","38","49","8","0","12","4","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2019年5月"
"集計期間終了月","2019年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
