"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年50週
"集計期間終了週",2016年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1333","1243","2576","413"
"RSウイルス感染症","30","23","53","259"
"咽頭結膜熱","65","50","115","259"
"Ａ群溶血性レンサ球菌咽頭炎","359","314","673","259"
"感染性胃腸炎","3773","3607","7380","259"
"水痘","95","87","182","259"
"手足口病","58","41","99","259"
"伝染性紅斑","24","25","49","259"
"突発性発しん","59","71","130","259"
"百日咳","2","1","3","259"
"ヘルパンギーナ","7","8","15","259"
"流行性耳下腺炎","80","59","139","259"
"不明発しん症","7","10","17","259"
"川崎病","2","3","5","259"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","17","31","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","16","18","34","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","8","9","17","25"
