"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年38週"
"集計期間終了週","2023年38週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","198","110","0","22","17","25","2","18","0","1","3","0","1","0","0","1","0","0","0","0","0","2","","","","","",""
"区南部","174","90","1","19","25","40","0","18","0","3","8","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区西南部","250","135","1","41","11","23","3","23","0","1","8","0","1","0","0","5","2","0","0","0","0","2","","","","","",""
"区西部","370","153","0","23","32","37","0","18","0","0","0","1","0","1","0","0","0","0","0","0","0","3","","","","","",""
"区西北部","372","210","0","15","18","53","1","29","1","4","4","0","0","0","0","4","0","0","0","0","0","1","","","","","",""
"区東北部","251","171","0","13","16","42","0","30","0","6","11","0","0","2","0","1","0","0","0","0","0","0","","","","","",""
"区東部","313","205","0","46","21","36","4","10","0","2","4","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"西多摩","33","41","1","4","0","5","0","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","290","251","0","15","13","58","4","24","2","4","12","0","5","0","0","7","0","0","0","0","0","1","","","","","",""
"北多摩西部","84","84","1","1","5","14","1","11","0","1","6","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","273","149","1","12","25","27","4","19","4","2","6","3","5","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩北部","136","101","1","8","25","38","0","24","0","1","6","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","2","14","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2746","1714","6","219","208","398","19","236","7","26","71","4","15","3","0","19","2","0","0","0","0","18","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年38週"
"集計期間終了週","2023年38週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","175","105","1","11","10","27","2","20","0","1","3","1","1","0","0","1","0","0","0","0","0","2","","","","","",""
"区南部","147","132","1","28","22","35","1","7","0","4","5","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区西南部","218","176","1","34","14","23","1","22","1","3","9","1","1","0","0","6","2","0","0","0","0","3","","","","","",""
"区西部","273","184","0","24","16","34","0","16","0","1","1","1","0","1","0","3","0","0","0","0","0","3","","","","","",""
"区西北部","326","270","0","14","10","30","1","26","1","4","7","3","1","0","0","4","0","0","0","0","0","1","","","","","",""
"区東北部","222","203","2","13","11","33","1","17","1","3","7","1","0","2","0","1","0","0","0","0","0","2","","","","","",""
"区東部","260","216","0","26","8","31","4","13","0","1","4","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"西多摩","24","67","1","3","2","3","2","4","0","1","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","237","209","0","15","21","44","4","24","2","3","6","0","5","0","0","9","0","0","0","0","0","1","","","","","",""
"北多摩西部","86","91","1","1","8","8","1","8","0","1","3","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","220","170","1","7","37","24","1","12","1","2","6","3","6","0","0","0","1","0","1","0","0","1","","","","","",""
"北多摩北部","126","139","3","9","16","27","2","21","0","4","1","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","2","12","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2316","1974","11","185","175","319","20","193","6","28","54","11","18","3","0","25","3","0","1","0","0","19","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年38週"
"集計期間終了週","2023年38週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","373","215","1","33","27","52","4","38","0","2","3","1","2","0","0","1","0","0","0","0","0","2","32","20","2","4","4","0"
"区南部","321","222","2","47","47","75","1","25","0","7","13","0","0","0","0","1","0","0","0","0","0","1","33","21","3","1","1","0"
"区西南部","468","311","2","75","25","46","4","45","1","4","17","1","2","0","0","11","2","0","0","0","0","5","39","24","4","3","3","0"
"区西部","643","337","0","47","48","71","0","34","0","1","1","1","0","1","0","3","0","0","0","0","0","3","38","24","4","4","4","0"
"区西北部","698","480","0","29","28","83","1","55","2","8","11","3","1","0","0","4","0","0","0","0","0","1","55","34","6","2","2","0"
"区東北部","473","374","2","26","27","75","1","47","1","9","18","1","0","2","0","2","0","0","0","0","0","2","40","25","4","1","1","0"
"区東部","573","421","0","72","29","67","4","23","0","3","8","0","1","0","0","0","0","0","0","0","0","2","41","26","4","1","1","0"
"西多摩","57","108","1","7","2","8","2","11","0","1","3","0","0","0","0","0","0","0","0","0","0","1","14","8","1","1","1","0"
"南多摩","527","460","0","30","34","102","8","48","2","7","18","0","5","0","0","16","0","0","0","0","0","1","45","28","4","1","1","0"
"北多摩西部","170","175","1","1","13","22","1","19","0","1","9","1","2","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","493","319","1","19","62","51","5","31","5","4","12","3","11","0","0","0","1","0","1","0","0","5","33","21","3","3","3","0"
"北多摩北部","262","240","4","17","41","65","2","45","0","5","7","0","1","0","0","0","0","0","0","0","0","2","22","14","2","2","2","0"
"島しょ","2","26","0","0","0","0","0","8","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","5060","3688","14","403","383","717","33","429","11","52","122","11","25","3","0","38","3","0","1","0","0","25","415","260","39","25","25","0"


