"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年37週
"集計期間終了週",2003年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","8","11","19","142"
"Ａ群溶血性レンサ球菌咽頭炎","13","19","32","142"
"感染性胃腸炎","170","120","290","142"
"水痘","30","21","51","142"
"手足口病","54","51","105","142"
"伝染性紅斑","9","14","23","142"
"突発性発しん","46","44","90","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","62","54","116","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","7","9","16","142"
"不明発しん症","5","6","11","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","10","9","19","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
