"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年49週
"集計期間終了週",2014年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1242","1178","2420","413"
"RSウイルス感染症","195","220","415","262"
"咽頭結膜熱","65","70","135","262"
"Ａ群溶血性レンサ球菌咽頭炎","437","407","844","262"
"感染性胃腸炎","1630","1434","3064","262"
"水痘","123","110","233","262"
"手足口病","49","52","101","262"
"伝染性紅斑","92","112","204","262"
"突発性発しん","76","64","140","262"
"百日咳","2","2","4","262"
"ヘルパンギーナ","9","11","20","262"
"流行性耳下腺炎","40","21","61","262"
"不明発しん症","4","6","10","262"
"川崎病","0","3","3","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","17","4","21","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","6","6","12","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","10","1","11","25"
