"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年5週
"集計期間終了週",2016年5週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","8253","8112","16365","415"
"RSウイルス感染症","41","26","67","261"
"咽頭結膜熱","34","30","64","261"
"Ａ群溶血性レンサ球菌咽頭炎","461","419","880","261"
"感染性胃腸炎","1095","1108","2203","261"
"水痘","69","54","123","261"
"手足口病","5","2","7","261"
"伝染性紅斑","43","33","76","261"
"突発性発しん","55","60","115","261"
"百日咳","0","0","0","261"
"ヘルパンギーナ","1","3","4","261"
"流行性耳下腺炎","87","60","147","261"
"不明発しん症","7","7","14","261"
"川崎病","1","1","2","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","12","21","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","6","8","14","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","2","1","3","25"
"インフルエンザ入院","33","31","64","25"
