"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2022年7月"
"集計期間終了月","2022年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1～4歳","0","0","0","0","0","0","2","0","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","4","0","0","3","0","0","0","0","0"
"20～24歳","20","2","2","13","0","0","0","0","0"
"25～29歳","30","7","14","20","0","0","2","0","1"
"30～34歳","27","1","6","10","0","0","0","0","0"
"35～39歳","8","6","5","11","0","0","2","0","0"
"40～44歳","12","3","6","9","0","0","0","1","0"
"45～49歳","8","5","5","5","0","0","2","0","0"
"50～54歳","5","4","7","1","0","0","4","1","0"
"55～59歳","0","0","2","2","0","0","2","0","0"
"60～64歳","1","0","1","1","0","0","0","0","0"
"65～69歳","0","0","2","0","0","0","1","0","0"
"70歳以上","1","1","0","0","0","0","22","0","2"
"合計","116","29","50","75","0","0","40","2","3"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2022年7月"
"集計期間終了月","2022年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","1","2","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","8","0","0","1","0","0","0","0","0"
"20～24歳","26","2","10","9","0","0","0","0","0"
"25～29歳","8","4","9","4","0","0","0","0","0"
"30～34歳","5","1","4","2","1","0","0","0","0"
"35～39歳","4","2","4","0","0","0","2","0","0"
"40～44歳","3","1","1","3","1","0","0","0","0"
"45～49歳","4","1","1","2","1","0","0","0","0"
"50～54歳","2","1","0","1","0","0","0","0","0"
"55～59歳","0","1","2","3","0","0","1","0","0"
"60～64歳","0","0","0","1","0","0","1","0","0"
"65～69歳","0","1","0","0","0","0","0","0","0"
"70歳以上","0","1","0","0","0","0","11","0","0"
"合計","60","15","31","26","3","0","19","3","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2022年7月"
"集計期間終了月","2022年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1～4歳","0","0","0","0","0","0","3","2","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","12","0","0","4","0","0","0","0","0"
"20～24歳","46","4","12","22","0","0","0","0","0"
"25～29歳","38","11","23","24","0","0","2","0","1"
"30～34歳","32","2","10","12","1","0","0","0","0"
"35～39歳","12","8","9","11","0","0","4","0","0"
"40～44歳","15","4","7","12","1","0","0","1","0"
"45～49歳","12","6","6","7","1","0","2","0","0"
"50～54歳","7","5","7","2","0","0","4","1","0"
"55～59歳","0","1","4","5","0","0","3","0","0"
"60～64歳","1","0","1","2","0","0","1","0","0"
"65～69歳","0","1","2","0","0","0","1","0","0"
"70歳以上","1","2","0","0","0","0","33","0","2"
"合計","176","44","81","101","3","0","59","5","3"
"定点数","54","54","54","54","54","54","25","25","25"


