"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年35週
"集計期間終了週",2006年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","2","1","3","142"
"咽頭結膜熱","31","31","62","142"
"Ａ群溶血性レンサ球菌咽頭炎","30","32","62","142"
"感染性胃腸炎","204","179","383","142"
"水痘","21","15","36","142"
"手足口病","49","48","97","142"
"伝染性紅斑","20","22","42","142"
"突発性発しん","57","48","105","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","25","15","40","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","44","21","65","142"
"不明発しん症","20","17","37","142"
"川崎病","2","1","3","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","4","11","14"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","0","4","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
