"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年26週
"集計期間終了週",2010年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","3","6","286"
"RSウイルス感染症","6","8","14","148"
"咽頭結膜熱","31","25","56","148"
"Ａ群溶血性レンサ球菌咽頭炎","98","103","201","148"
"感染性胃腸炎","351","292","643","148"
"水痘","117","100","217","148"
"手足口病","185","155","340","148"
"伝染性紅斑","38","37","75","148"
"突発性発しん","62","52","114","148"
"百日咳","8","11","19","148"
"ヘルパンギーナ","443","432","875","148"
"流行性耳下腺炎","75","68","143","148"
"不明発しん症","17","9","26","148"
"川崎病","0","0","0","148"
"急性出血性結膜炎","1","3","4","39"
"流行性角結膜炎","7","6","13","39"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","3","4","7","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
