"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年13週
"集計期間終了週",2009年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1279","1220","2499","287"
"RSウイルス感染症","4","4","8","148"
"咽頭結膜熱","16","14","30","148"
"Ａ群溶血性レンサ球菌咽頭炎","135","112","247","148"
"感染性胃腸炎","401","427","828","148"
"水痘","93","81","174","148"
"手足口病","2","5","7","148"
"伝染性紅斑","18","16","34","148"
"突発性発しん","33","25","58","148"
"百日咳","0","4","4","148"
"ヘルパンギーナ","1","2","3","148"
"流行性耳下腺炎","70","44","114","148"
"不明発しん症","6","5","11","148"
"川崎病","1","0","1","148"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","10","8","18","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","3","4","7","23"
"クラミジア肺炎(オウム病は除く)","1","0","1","23"
