"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年49週
"集計期間終了週",2017年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1144","1045","2189","416"
"RSウイルス感染症","41","64","105","262"
"咽頭結膜熱","114","72","186","262"
"Ａ群溶血性レンサ球菌咽頭炎","532","447","979","262"
"感染性胃腸炎","1722","1580","3302","262"
"水痘","100","76","176","262"
"手足口病","90","94","184","262"
"伝染性紅斑","13","10","23","262"
"突発性発しん","63","69","132","262"
"百日咳","3","1","4","262"
"ヘルパンギーナ","3","7","10","262"
"流行性耳下腺炎","21","10","31","262"
"不明発しん症","17","8","25","262"
"川崎病","2","3","5","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","15","16","31","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","4","8","12","25"
