"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年17週
"集計期間終了週",2022年17週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","400"
"RSウイルス感染症","10","6","16","253"
"咽頭結膜熱","10","5","15","253"
"Ａ群溶血性レンサ球菌咽頭炎","15","11","26","253"
"感染性胃腸炎","631","498","1129","253"
"水痘","5","7","12","253"
"手足口病","15","10","25","253"
"伝染性紅斑","2","1","3","253"
"突発性発しん","55","56","111","253"
"ヘルパンギーナ","0","1","1","253"
"流行性耳下腺炎","5","4","9","253"
"不明発しん症","2","5","7","253"
"川崎病","0","0","0","253"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","1","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
