"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年42週
"集計期間終了週",2022年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","1","2","413"
"RSウイルス感染症","121","117","238","259"
"咽頭結膜熱","12","9","21","259"
"Ａ群溶血性レンサ球菌咽頭炎","25","12","37","259"
"感染性胃腸炎","440","366","806","259"
"水痘","7","15","22","259"
"手足口病","200","156","356","259"
"伝染性紅斑","0","1","1","259"
"突発性発しん","42","44","86","259"
"ヘルパンギーナ","57","41","98","259"
"流行性耳下腺炎","6","4","10","259"
"不明発しん症","5","3","8","259"
"川崎病","2","1","3","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","6","2","8","38"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
