"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年4週"
"集計期間終了週","2014年4週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","387","3","2","13","98","8","0","3","4","0","0","3","1","0","0","0","0","0","0","0","0","4","","","","","",""
"区南部","332","5","4","32","123","13","0","15","5","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","464","1","6","22","136","9","0","5","3","0","0","1","0","0","0","1","0","1","1","0","1","13","","","","","",""
"区西部","437","6","1","21","142","10","1","3","6","1","0","3","1","1","0","2","0","0","2","0","0","0","","","","","",""
"区西北部","661","7","6","20","128","24","0","3","10","0","0","3","1","1","0","0","0","0","0","0","0","2","","","","","",""
"区東北部","741","4","2","14","166","15","1","1","3","0","0","1","0","1","0","1","0","0","0","0","0","2","","","","","",""
"区東部","646","4","2","51","237","13","0","5","11","0","1","1","2","1","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","261","2","0","5","34","20","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","4","","","","","",""
"南多摩","1084","5","2","90","302","26","0","5","5","0","2","3","1","0","0","0","0","0","0","0","0","5","","","","","",""
"北多摩西部","349","2","0","21","89","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","575","6","1","23","183","13","2","1","7","0","1","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩北部","370","3","3","18","69","11","0","2","3","0","0","2","0","0","0","0","0","0","0","0","0","5","","","","","",""
"島しょ","14","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6321","48","29","330","1707","163","5","45","61","1","4","18","7","4","0","4","0","2","4","0","1","40","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年4週"
"集計期間終了週","2014年4週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","341","6","1","7","117","6","0","1","5","0","0","1","1","0","0","1","0","0","0","0","1","2","","","","","",""
"区南部","339","2","12","22","159","13","0","15","6","0","0","1","2","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","426","2","2","16","148","8","0","8","2","0","0","1","1","0","0","4","0","1","1","0","1","5","","","","","",""
"区西部","441","3","1","16","129","2","1","1","3","1","0","4","2","1","0","2","0","0","2","0","0","1","","","","","",""
"区西北部","598","3","6","26","142","28","1","1","3","0","0","2","1","1","0","0","0","0","0","0","0","1","","","","","",""
"区東北部","699","2","1","18","203","14","1","1","8","0","0","1","1","1","0","1","0","0","0","0","0","2","","","","","",""
"区東部","575","7","2","55","208","8","1","7","6","0","1","1","2","1","0","0","0","1","0","0","1","1","","","","","",""
"西多摩","286","2","3","5","32","10","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","","","","","",""
"南多摩","986","6","5","75","243","22","0","2","6","0","2","5","2","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩西部","356","3","0","19","90","1","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","547","2","1","16","171","16","2","1","5","0","1","0","1","0","0","1","0","0","0","0","1","7","","","","","",""
"北多摩北部","389","1","3","17","48","7","0","3","7","0","0","1","1","0","0","1","0","0","0","0","0","2","","","","","",""
"島しょ","13","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5996","39","37","292","1690","135","7","43","57","1","4","18","14","5","0","11","0","2","4","0","4","24","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2014年4週"
"集計期間終了週","2014年4週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","728","9","3","20","215","14","0","4","9","0","0","4","1","0","0","1","0","0","0","0","1","6","32","20","2","4","4","0"
"区南部","671","7","16","54","282","26","0","30","11","0","0","1","3","1","0","1","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","890","3","8","38","284","17","0","13","5","0","0","2","1","0","0","5","0","1","1","0","1","18","40","25","4","3","3","0"
"区西部","878","9","2","37","271","12","2","4","9","1","0","7","3","1","0","4","0","0","2","0","0","1","38","25","3","4","4","0"
"区西北部","1259","10","6","46","270","52","1","4","13","0","0","5","1","1","0","0","0","0","0","0","0","3","54","34","5","2","2","0"
"区東北部","1440","6","3","32","369","29","1","1","11","0","0","1","1","1","0","1","0","0","0","0","0","2","40","25","4","1","1","0"
"区東部","1221","11","4","106","445","21","1","12","17","0","1","2","2","1","0","0","0","1","0","0","1","1","41","26","4","1","1","0"
"西多摩","547","2","3","10","66","30","2","0","3","0","0","0","0","0","0","0","0","0","1","0","0","5","14","8","1","1","1","0"
"南多摩","2070","11","7","165","545","48","0","7","11","0","2","8","3","0","0","0","0","0","0","0","0","6","45","28","4","1","1","0"
"北多摩西部","705","5","0","40","179","2","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","1","21","14","2","1","1","0"
"北多摩南部","1122","8","2","39","354","29","2","2","12","0","1","0","1","0","0","1","0","0","0","0","1","11","33","21","3","3","3","0"
"北多摩北部","759","4","3","35","117","18","0","5","10","0","0","3","1","0","0","1","0","0","0","0","0","7","22","14","2","2","2","0"
"島しょ","27","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","12317","85","57","622","3397","298","9","87","118","1","4","34","17","5","0","14","0","2","4","0","4","61","415","262","37","25","25","0"


