"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年48週
"集計期間終了週",2019年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1315","1235","2550","414"
"RSウイルス感染症","30","29","59","260"
"咽頭結膜熱","73","48","121","260"
"Ａ群溶血性レンサ球菌咽頭炎","492","379","871","260"
"感染性胃腸炎","908","803","1711","260"
"水痘","108","100","208","260"
"手足口病","244","190","434","260"
"伝染性紅斑","16","15","31","260"
"突発性発しん","59","53","112","260"
"ヘルパンギーナ","18","14","32","260"
"流行性耳下腺炎","10","8","18","260"
"不明発しん症","12","4","16","260"
"川崎病","2","1","3","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","8","13","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","8","5","13","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","2","2","25"
"インフルエンザ入院","13","7","20","25"
