"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年37週
"集計期間終了週",2006年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","2","2","4","142"
"咽頭結膜熱","22","27","49","142"
"Ａ群溶血性レンサ球菌咽頭炎","56","52","108","142"
"感染性胃腸炎","180","142","322","142"
"水痘","27","19","46","142"
"手足口病","64","57","121","142"
"伝染性紅斑","12","23","35","142"
"突発性発しん","46","54","100","142"
"百日咳","0","1","1","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","15","30","45","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","31","21","52","142"
"不明発しん症","11","5","16","142"
"川崎病","1","2","3","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","7","14","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","6","3","9","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"成人麻しん","0","0","0","25"
