"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年35週
"集計期間終了週",2009年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","465","391","856","284"
"RSウイルス感染症","10","9","19","147"
"咽頭結膜熱","10","6","16","147"
"Ａ群溶血性レンサ球菌咽頭炎","31","27","58","147"
"感染性胃腸炎","199","163","362","147"
"水痘","26","21","47","147"
"手足口病","103","76","179","147"
"伝染性紅斑","16","17","33","147"
"突発性発しん","63","44","107","147"
"百日咳","1","5","6","147"
"ヘルパンギーナ","98","80","178","147"
"流行性耳下腺炎","52","57","109","147"
"不明発しん症","15","3","18","147"
"川崎病","0","2","2","147"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","10","8","18","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","1","2","24"
"マイコプラズマ肺炎","2","4","6","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
