"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2021年43週"
"集計期間終了週","2021年43週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","0","0","42","1","9","0","10","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","3","1","3","39","1","3","0","3","19","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","1","29","1","7","0","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","4","7","31","0","5","0","6","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","1","0","4","34","2","7","0","10","11","0","3","1","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","3","1","1","35","0","2","0","4","9","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","0","0","0","3","38","0","6","0","5","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","4","7","0","0","0","1","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","13","56","2","3","1","7","36","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","3","25","1","5","0","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","2","35","4","4","0","3","4","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","2","4","33","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","9","12","45","404","12","51","2","53","136","5","8","2","0","5","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2021年43週"
"集計期間終了週","2021年43週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","1","1","36","1","6","0","10","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","1","2","2","30","1","1","0","5","17","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","2","43","1","3","1","3","15","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","1","3","3","31","2","2","0","4","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","1","1","8","46","1","6","0","7","10","0","3","1","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","3","1","4","20","0","1","0","1","6","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","0","0","2","3","32","0","8","0","4","14","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","10","1","1","0","1","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","3","31","2","4","1","6","34","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","3","20","3","4","0","1","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","2","1","2","21","2","3","1","3","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","1","6","27","0","0","1","8","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","10","15","39","347","14","39","4","53","114","5","11","2","0","6","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2021年43週"
"集計期間終了週","2021年43週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","1","1","78","1","15","0","20","13","0","0","0","0","1","0","0","0","0","0","0","32","20","2","4","4","0"
"区南部","0","4","3","5","69","1","4","0","8","36","0","4","1","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","0","0","2","3","72","2","10","1","3","29","0","0","0","0","0","0","0","0","0","0","0","40","25","4","3","3","0"
"区西部","0","1","7","10","62","2","7","0","10","12","1","0","0","0","0","0","0","0","0","0","0","38","24","3","4","4","0"
"区西北部","0","1","1","12","80","3","13","0","17","21","0","3","1","0","2","0","0","0","0","0","0","55","35","6","2","2","0"
"区東北部","0","3","1","5","55","0","3","0","5","15","0","0","0","0","2","0","0","0","0","0","0","39","25","4","1","1","0"
