"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年21週
"集計期間終了週",2021年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","406"
"RSウイルス感染症","178","190","368","258"
"咽頭結膜熱","32","29","61","258"
"Ａ群溶血性レンサ球菌咽頭炎","44","43","87","258"
"感染性胃腸炎","577","481","1058","258"
"水痘","13","15","28","258"
"手足口病","9","7","16","258"
"伝染性紅斑","2","4","6","258"
"突発性発しん","78","67","145","258"
"ヘルパンギーナ","7","6","13","258"
"流行性耳下腺炎","5","5","10","258"
"不明発しん症","3","6","9","258"
"川崎病","1","2","3","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","1","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
