"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年15週
"集計期間終了週",2000年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","1","3","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","1","1","2","142"
"Ａ群溶血性レンサ球菌咽頭炎","47","36","83","142"
"感染性胃腸炎","349","368","717","142"
"水痘","77","77","154","142"
"手足口病","7","5","12","142"
"伝染性紅斑","14","20","34","142"
"突発性発しん","32","36","68","142"
"百日咳","1","0","1","142"
"風しん","2","4","6","142"
"ヘルパンギーナ","8","5","13","142"
"麻しん（成人麻しん以外）","4","7","11","142"
"流行性耳下腺炎","23","36","59","142"
"不明発しん症","8","5","13","142"
"川崎病","1","1","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","9","6","15","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","3","2","5","25"
