"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年8月"
"集計期間終了月","2010年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","4","0"
"1～4歳","0","0","0","0","0","0","4","9","0"
"5～9歳","0","0","0","0","0","0","0","2","0"
"10～14歳","0","0","0","0","0","0","4","0","0"
"15～19歳","2","0","0","1","0","0","1","0","0"
"20～24歳","18","3","2","18","0","0","1","0","0"
"25～29歳","20","10","9","23","0","1","3","0","0"
"30～34歳","21","9","8","18","0","2","1","0","0"
"35～39歳","18","7","11","15","0","1","3","0","0"
"40～44歳","14","7","11","6","0","1","1","0","0"
"45～49歳","10","9","5","5","0","1","5","0","0"
"50～54歳","6","7","3","1","0","0","1","2","0"
"55～59歳","1","3","2","0","0","0","4","0","0"
"60～64歳","2","0","1","2","0","0","6","1","0"
"65～69歳","2","2","0","0","0","0","5","0","1"
"70歳以上","0","2","1","0","0","0","44","4","1"
"合計","114","59","53","89","0","6","90","22","2"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年8月"
"集計期間終了月","2010年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","2","0"
"1～4歳","0","0","0","0","0","0","7","6","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","9","0","1","0","1","0","0","0","0"
"20～24歳","19","10","11","7","2","0","1","0","0"
"25～29歳","29","9","3","2","1","0","1","0","0"
"30～34歳","9","5","3","1","3","0","0","0","0"
"35～39歳","5","2","1","0","3","0","2","0","0"
"40～44歳","3","5","0","0","1","0","0","0","1"
"45～49歳","0","2","2","0","2","0","0","0","0"
"50～54歳","0","3","0","0","0","0","2","0","0"
"55～59歳","1","2","0","0","1","0","1","0","0"
"60～64歳","0","2","0","0","1","0","4","1","0"
"65～69歳","0","2","0","0","0","0","3","0","0"
"70歳以上","0","3","0","0","0","0","14","1","1"
"合計","76","45","21","10","15","0","42","10","2"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年8月"
"集計期間終了月","2010年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","6","0"
"1～4歳","0","0","0","0","0","0","11","15","0"
"5～9歳","0","0","0","0","0","0","1","2","0"
"10～14歳","1","0","0","0","0","0","4","0","0"
"15～19歳","11","0","1","1","1","0","1","0","0"
"20～24歳","37","13","13","25","2","0","2","0","0"
"25～29歳","49","19","12","25","1","1","4","0","0"
"30～34歳","30","14","11","19","3","2","1","0","0"
"35～39歳","23","9","12","15","3","1","5","0","0"
"40～44歳","17","12","11","6","1","1","1","0","1"
"45～49歳","10","11","7","5","2","1","5","0","0"
"50～54歳","6","10","3","1","0","0","3","2","0"
"55～59歳","2","5","2","0","1","0","5","0","0"
"60～64歳","2","2","1","2","1","0","10","2","0"
"65～69歳","2","4","0","0","0","0","8","0","1"
"70歳以上","0","5","1","0","0","0","58","5","2"
"合計","190","104","74","99","15","6","132","32","4"
"定点数","53","53","53","53","53","53","24","24","24"


