"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年32週
"集計期間終了週",2024年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","54","31","85","404"
"新型コロナウイルス感染症（COVID-19）","1038","1187","2225","404"
"RSウイルス感染症","55","45","100","255"
"咽頭結膜熱","33","40","73","255"
"Ａ群溶血性レンサ球菌咽頭炎","178","180","358","255"
"感染性胃腸炎","404","359","763","255"
"水痘","19","21","40","255"
"手足口病","1065","918","1983","255"
"伝染性紅斑","58","52","110","255"
"突発性発しん","29","45","74","255"
"ヘルパンギーナ","156","154","310","255"
"流行性耳下腺炎","8","4","12","255"
"不明発しん症","11","7","18","255"
"川崎病","3","0","3","255"
"急性出血性結膜炎","0","0","0","36"
"流行性角結膜炎","7","6","13","36"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","36","22","58","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
"COVID-19入院","93","85","178","25"
