"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年16週
"集計期間終了週",2009年16週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","467","524","991","287"
"RSウイルス感染症","7","3","10","147"
"咽頭結膜熱","20","11","31","147"
"Ａ群溶血性レンサ球菌咽頭炎","125","97","222","147"
"感染性胃腸炎","556","519","1075","147"
"水痘","76","81","157","147"
"手足口病","2","4","6","147"
"伝染性紅斑","17","15","32","147"
"突発性発しん","58","55","113","147"
"百日咳","2","5","7","147"
"ヘルパンギーナ","1","3","4","147"
"流行性耳下腺炎","45","48","93","147"
"不明発しん症","9","10","19","147"
"川崎病","1","0","1","147"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","6","7","13","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","0","1","24"
"マイコプラズマ肺炎","3","3","6","24"
"クラミジア肺炎(オウム病は除く)","0","1","1","24"
