"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年10週
"集計期間終了週",2018年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1563","1709","3272","414"
"RSウイルス感染症","28","29","57","261"
"咽頭結膜熱","30","9","39","261"
"Ａ群溶血性レンサ球菌咽頭炎","358","270","628","261"
"感染性胃腸炎","636","599","1235","261"
"水痘","44","40","84","261"
"手足口病","7","5","12","261"
"伝染性紅斑","9","11","20","261"
"突発性発しん","67","35","102","261"
"ヘルパンギーナ","0","0","0","261"
"流行性耳下腺炎","7","13","20","261"
"不明発しん症","5","2","7","261"
"川崎病","4","2","6","261"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","4","2","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","3","2","5","25"
"感染性胃腸炎（ロタウイルス）","2","4","6","25"
"インフルエンザ入院","22","14","36","25"
