"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2019年21週"
"集計期間終了週","2019年21週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","1","0","2","0","14","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","12","14","4","85","1","13","0","35","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","10","17","27","18","142","2","25","3","40","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","3","9","8","25","91","2","9","6","6","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","5","3","12","56","102","4","3","13","4","3","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","11","0","7","69","84","3","3","7","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","8","0","1","55","88","4","1","6","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","7","1","1","62","94","8","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","8","0","1","49","65","12","1","2","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"8歳","10","0","1","23","63","12","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","1","28","36","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","17","0","4","42","93","9","0","6","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","19","0","0","2","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","13","0","0","5","51","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"50～59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","124","42","79","438","1028","67","56","52","86","12","13","7","2","0","4","0","1","1","0","2","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2019年21週"
"集計期間終了週","2019年21週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","1","2","0","0","14","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","8","10","3","89","2","6","0","26","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","8","16","21","7","130","2","26","3","39","5","1","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2歳","2","2","7","14","91","1","10","1","12","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3歳","1","1","2","38","83","4","2","10","3","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","6","0","4","45","69","6","4","11","1","1","4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5歳","7","1","8","61","73","4","2","13","0","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","3","0","5","53","62","7","0","8","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","4","0","1","22","52","14","1","10","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","3","0","3","18","46","17","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","2","1","0","15","32","8","1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","18","0","0","36","67","8","0","3","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","8","0","0","4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","9","0","0","19","100","1","1","3","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70～79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"合計","94","31","61","335","925","76","53","70","81","12","15","7","0","0","4","1","3","2","0","6","1","0","0","0","0","0","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2019年21週"
"集計期間終了週","2019年21週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","2","2","0","28","4","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","20","24","7","174","3","19","0","61","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","18","33","48","25","272","4","51","6","79","9","2","3","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2歳","5","11","15","39","182","3","19","7","18","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3歳","6","4","14","94","185","8","5","23","7","4","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","17","0","11","114","153","9","7","18","2","1","7","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5歳","15","1","9","116","161","8","3","19","0","2","3","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","10","1","6","115","156","15","1","13","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","12","0","2","71","117","26","2","12","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"8歳","13","0","4","41","109","29","0","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","4","1","1","43","68","15","1","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10～14歳","35","0","4","78","160","17","0","9","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","27","0","0","6","37","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","22","0","0","24","151","1","1","3","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"50～59歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70～79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"合計","218","73","140","773","1953","143","109","122","167","24","28","14","2","0","8","1","4","3","0","8","1","0","0","0","0","0","1","0"
"定点数","413","260","260","260","260","260","260","260","260","260","260","260","260","38","38","25","25","25","25","25","25","25","25","25","25","25","25","25"


