"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2018年9週"
"集計期間終了週","2018年9週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","20","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","32","0","0","5","13","1","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"みなと","54","2","1","7","8","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","56","2","3","10","22","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"文京","42","0","0","1","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"台東","18","0","0","10","33","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","39","1","0","5","9","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"江東区","80","1","2","15","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","42","0","0","9","21","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","39","3","0","6","21","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","110","4","2","20","51","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","175","0","0","18","53","4","0","5","3","0","1","2","1","0","2","0","0","0","0","0","2","","","","","",""
"渋谷区","15","0","0","3","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","","","","","",""
"中野区","64","0","0","13","20","0","2","0","5","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","95","2","0","5","21","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"池袋","43","2","0","6","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","76","1","0","5","15","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","46","2","0","6","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","65","0","0","10","21","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"練馬区","120","2","1","25","38","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","106","4","1","11","37","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","61","0","0","13","25","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","115","0","0","17","36","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","129","4","1","21","47","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","84","0","0","17","32","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","94","1","2","11","7","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","96","0","0","5","16","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","152","4","0","22","20","2","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","206","2","1","27","40","0","0","1","10","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩小平","196","3","4","41","39","2","0","1","4","1","1","0","0","0","0","0","0","0","0","0","6","","","","","",""
"島しょ","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2484","41","18","364","705","35","2","9","53","4","11","6","3","0","7","0","0","0","0","2","20","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2018年9週"
"集計期間終了週","2018年9週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","18","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","23","0","0","3","9","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","56","1","0","11","21","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","67","2","3","7","15","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","2","","","","","",""
"文京","40","0","1","1","10","1","2","1","3","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","30","0","0","12","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","46","1","1","4","7","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"江東区","69","1","0","9","50","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","55","1","1","7","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","33","0","1","9","11","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","99","4","0","17","42","1","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","192","3","1","14","39","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"渋谷区","26","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中野区","69","0","0","10","23","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","106","0","0","5","12","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","","","","","",""
"池袋","28","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","74","0","0","2","11","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"荒川区","35","2","0","5","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","62","0","0","4","25","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"練馬区","118","3","1","31","31","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","126","3","1","8","34","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","110","0","0","8","16","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"江戸川","90","3","1","21","27","9","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","136","2","0","32","39","0","0","2","2","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","84","2","0","9","38","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","83","0","0","4","5","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","101","1","0","8","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","108","2","0","24","19","1","1","0","4","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"多摩府中","173","0","1","24","32","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"多摩小平","239","3","1","31","28","3","0","0","6","0","1","0","0","0","0","0","0","0","0","0","5","","","","","",""
"島しょ","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2504","34","13","321","616","43","4","9","47","2","6","2","2","1","3","0","0","0","0","3","29","","","","","",""


