"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年16週
"集計期間終了週",2012年16週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","614","670","1284","417"
"RSウイルス感染症","28","15","43","262"
"咽頭結膜熱","33","22","55","262"
"Ａ群溶血性レンサ球菌咽頭炎","320","265","585","262"
"感染性胃腸炎","1812","1675","3487","262"
"水痘","100","112","212","262"
"手足口病","5","6","11","262"
"伝染性紅斑","21","3","24","262"
"突発性発しん","72","86","158","262"
"百日咳","2","2","4","262"
"ヘルパンギーナ","4","1","5","262"
"流行性耳下腺炎","26","16","42","262"
"不明発しん症","8","6","14","262"
"川崎病","1","3","4","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","9","14","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","13","14","27","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","6","3","9","25"
