"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年40週"
"集計期間終了週","2010年40週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","1","0","0","10","1","2","0","3","0","0","0","1","0","0","0","0","0","0","0"
"～1歳","0","3","0","1","32","2","1","0","19","0","0","1","0","0","0","1","0","0","0","0"
"1歳","1","10","1","2","58","7","7","1","23","0","3","1","1","0","0","0","0","0","1","0"
"2歳","0","0","3","4","31","10","7","0","1","0","1","4","1","0","0","0","0","0","0","0"
"3歳","0","0","4","4","27","8","7","3","0","0","3","8","0","1","0","0","0","0","1","0"
"4歳","0","1","2","6","27","8","6","6","1","0","2","10","0","0","0","0","0","0","0","0"
"5歳","1","1","2","15","19","4","4","7","0","0","0","3","0","0","0","0","0","0","0","0"
"6歳","0","1","0","12","23","4","2","3","1","1","0","6","0","0","0","0","0","0","1","0"
"7歳","1","0","1","8","22","1","1","3","1","0","0","6","0","0","0","0","0","0","0","0"
"8歳","3","0","0","5","11","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"9歳","1","0","0","3","7","2","1","1","0","0","0","3","0","0","0","0","0","0","3","0"
"10～14歳","1","1","0","15","38","1","1","0","0","0","0","2","0","0","0","0","0","0","6","0"
"15～19歳","2","0","0","2","7","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"20～29歳","3","0","0","4","20","0","0","0","0","3","1","0","0","0","1","1","0","0","0","0"
"30～39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40～49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","21","18","13","81","332","49","39","24","49","4","12","47","3","1","1","5","0","0","14","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年40週"
"集計期間終了週","2010年40週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","4","0","0","4","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0"
"～1歳","0","9","1","0","31","0","1","0","17","0","3","1","3","0","0","1","0","0","0","0"
"1歳","0","8","1","3","44","2","9","1","19","0","2","3","0","0","0","1","0","0","0","0"
"2歳","0","0","1","6","16","3","8","3","3","0","4","1","2","0","0","0","0","0","0","0"
"3歳","0","3","2","10","20","3","1","4","1","0","2","8","1","0","0","1","0","0","1","0"
"4歳","3","0","1","11","28","10","5","9","0","0","0","4","0","0","0","0","0","0","0","0"
"5歳","3","0","2","10","15","4","2","5","0","0","1","4","0","0","0","0","0","0","0","0"
"6歳","3","0","0","7","18","1","2","1","0","0","2","7","0","0","0","0","0","0","1","0"
"7歳","0","0","1","6","17","2","0","2","0","0","1","4","0","0","0","0","0","0","1","0"
"8歳","0","0","0","2","7","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","6","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"10～14歳","1","0","0","6","23","1","1","0","0","1","0","4","0","0","0","0","0","0","2","0"
"15～19歳","1","0","0","1","5","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0"
"20～29歳","4","0","0","10","40","0","2","0","0","5","0","2","0","0","0","1","0","0","0","0"
"30～39歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
