"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2013年30週"
"集計期間終了週","2013年30週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","5","9","30","8","161","1","9","0","12","0","0","0","0","0","0","1","1","0","0","","","","","",""
"区南部","0","4","9","12","74","4","127","1","5","0","67","1","3","0","0","2","0","0","0","0","0","","","","","",""
"区西南部","0","1","8","16","31","11","184","0","9","0","50","0","0","0","0","1","0","0","0","0","1","","","","","",""
"区西部","0","1","2","10","32","7","191","0","6","0","29","3","1","0","0","1","0","1","0","0","0","","","","","",""
"区西北部","0","1","13","17","46","6","296","0","9","0","49","2","3","0","0","3","0","0","0","0","0","","","","","",""
"区東北部","0","5","9","21","54","7","258","1","10","0","76","4","0","1","0","0","1","0","2","0","0","","","","","",""
"区東部","0","6","20","16","56","9","198","1","8","0","80","2","2","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","0","1","0","8","14","4","34","1","2","0","12","1","0","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","3","16","42","70","15","375","0","9","0","125","5","2","0","0","2","0","0","0","0","0","","","","","",""
"北多摩西部","0","5","3","17","22","3","93","0","4","0","31","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","9","9","35","10","162","0","8","1","69","1","2","0","0","0","0","1","3","0","0","","","","","",""
"北多摩北部","0","0","8","9","23","5","174","0","8","0","33","0","2","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","30","102","186","487","89","2253","5","87","1","633","19","15","2","0","10","2","3","6","0","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2013年30週"
"集計期間終了週","2013年30週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","3","4","8","40","4","105","1","4","0","12","0","0","0","0","1","0","1","1","0","0","","","","","",""
"区南部","0","7","7","9","56","6","128","1","8","0","60","2","4","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","0","1","3","11","27","6","140","2","4","0","40","3","3","0","0","2","0","2","0","0","1","","","","","",""
"区西部","1","1","1","11","22","4","160","2","6","0","31","1","1","0","0","1","0","1","1","0","0","","","","","",""
"区西北部","0","1","8","13","34","10","221","1","12","0","48","5","1","0","0","3","0","0","0","0","0","","","","","",""
"区東北部","1","5","2","15","47","10","223","2","6","0","72","7","1","1","0","1","1","0","3","0","0","","","","","",""
"区東部","0","3","18","11","48","8","185","1","5","2","83","2","1","0","0","0","1","1","0","0","0","","","","","",""
