"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年3週
"集計期間終了週",2015年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4183","4015","8198","416"
"RSウイルス感染症","64","54","118","263"
"咽頭結膜熱","30","14","44","263"
"Ａ群溶血性レンサ球菌咽頭炎","279","214","493","263"
"感染性胃腸炎","1125","1099","2224","263"
"水痘","60","44","104","263"
"手足口病","13","13","26","263"
"伝染性紅斑","129","108","237","263"
"突発性発しん","49","53","102","263"
"百日咳","1","2","3","263"
"ヘルパンギーナ","1","1","2","263"
"流行性耳下腺炎","30","27","57","263"
"不明発しん症","3","1","4","263"
"川崎病","4","0","4","263"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","7","10","17","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","3","3","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","4","2","6","25"
"インフルエンザ入院","40","32","72","25"
