"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年10週
"集計期間終了週",2016年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4101","3964","8065","415"
"RSウイルス感染症","11","14","25","261"
"咽頭結膜熱","29","16","45","261"
"Ａ群溶血性レンサ球菌咽頭炎","418","333","751","261"
"感染性胃腸炎","906","788","1694","261"
"水痘","41","39","80","261"
"手足口病","2","4","6","261"
"伝染性紅斑","24","24","48","261"
"突発性発しん","70","55","125","261"
"百日咳","3","1","4","261"
"ヘルパンギーナ","2","2","4","261"
"流行性耳下腺炎","46","81","127","261"
"不明発しん症","9","2","11","261"
"川崎病","2","1","3","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","10","17","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","5","5","10","25"
"クラミジア肺炎(オウム病は除く)","3","0","3","25"
"感染性胃腸炎（ロタウイルス）","3","1","4","25"
"インフルエンザ入院","16","15","31","25"
