"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年16週
"集計期間終了週",2005年16週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","99","88","187","178"
"RSウイルス感染症","4","3","7","142"
"咽頭結膜熱","17","11","28","142"
"Ａ群溶血性レンサ球菌咽頭炎","81","63","144","142"
"感染性胃腸炎","426","462","888","142"
"水痘","78","48","126","142"
"手足口病","13","15","28","142"
"伝染性紅斑","16","26","42","142"
"突発性発しん","30","41","71","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","7","3","10","142"
"麻しん（成人麻しん以外）","2","3","5","142"
"流行性耳下腺炎","65","57","122","142"
"不明発しん症","3","2","5","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","3","1","4","14"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
