"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年29週
"集計期間終了週",2016年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","413"
"RSウイルス感染症","19","23","42","262"
"咽頭結膜熱","60","41","101","262"
"Ａ群溶血性レンサ球菌咽頭炎","286","254","540","262"
"感染性胃腸炎","569","476","1045","262"
"水痘","60","45","105","262"
"手足口病","127","103","230","262"
"伝染性紅斑","22","17","39","262"
"突発性発しん","73","59","132","262"
"百日咳","2","2","4","262"
"ヘルパンギーナ","681","624","1305","262"
"流行性耳下腺炎","110","106","216","262"
"不明発しん症","18","17","35","262"
"川崎病","5","2","7","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","23","14","37","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","7","9","16","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
