"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年43週
"集計期間終了週",2002年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","5","4","9","142"
"Ａ群溶血性レンサ球菌咽頭炎","28","27","55","142"
"感染性胃腸炎","196","182","378","142"
"水痘","37","36","73","142"
"手足口病","34","18","52","142"
"伝染性紅斑","1","9","10","142"
"突発性発しん","33","43","76","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","14","5","19","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","27","29","56","142"
"不明発しん症","4","8","12","142"
"川崎病","0","2","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","5","3","8","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","7","9","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","1","2","25"
