"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年10週
"集計期間終了週",2007年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3165","3221","6386","281"
"RSウイルス感染症","3","4","7","142"
"咽頭結膜熱","16","14","30","142"
"Ａ群溶血性レンサ球菌咽頭炎","132","154","286","142"
"感染性胃腸炎","454","396","850","142"
"水痘","102","114","216","142"
"手足口病","6","5","11","142"
"伝染性紅斑","32","27","59","142"
"突発性発しん","31","34","65","142"
"百日咳","1","0","1","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","1","1","2","142"
"麻しん（成人麻しん以外）","1","1","2","142"
"流行性耳下腺炎","19","18","37","142"
"不明発しん症","3","5","8","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","9","1","10","14"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","0","0","0","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"成人麻しん","0","0","0","24"
