"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年11月"
"集計期間終了月","2005年11月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","11","0"
"1～4歳","0","0","0","0","0","0","2","16","0"
"5～9歳","0","0","0","0","0","0","0","5","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","1","0","0","0","0","0","1","0","1"
"20～24歳","12","5","4","6","0","1","2","0","0"
"25～29歳","24","5","7","10","0","0","0","2","0"
"30～34歳","13","6","9","14","0","0","2","0","0"
"35～39歳","21","6","5","16","0","0","1","0","0"
"40～44歳","10","15","7","6","1","0","3","0","0"
"45～49歳","4","0","3","9","0","0","2","1","0"
"50～54歳","4","4","1","2","0","1","3","0","0"
"55～59歳","6","3","3","3","1","0","3","2","0"
"60～64歳","2","1","0","2","0","0","5","0","0"
"65～69歳","0","1","0","0","0","0","10","1","1"
"70歳以上","0","1","0","0","0","0","42","4","3"
"合計","97","47","39","68","2","2","81","42","5"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年11月"
"集計期間終了月","2005年11月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","8","0"
"1～4歳","0","0","0","0","0","0","5","14","0"
"5～9歳","0","0","0","0","0","0","2","3","0"
"10～14歳","1","1","0","0","0","0","0","0","0"
"15～19歳","8","1","0","5","2","1","2","0","0"
"20～24歳","26","9","6","5","3","0","2","0","0"
"25～29歳","27","14","6","3","1","0","1","0","0"
"30～34歳","11","10","2","2","0","0","0","0","0"
"35～39歳","3","4","0","1","0","0","2","0","0"
"40～44歳","0","1","0","1","0","0","1","1","0"
"45～49歳","1","2","0","1","0","0","1","0","0"
"50～54歳","0","2","0","1","0","0","0","1","1"
"55～59歳","0","1","0","0","0","0","3","0","0"
"60～64歳","0","2","1","0","0","0","6","0","0"
"65～69歳","0","1","0","0","0","0","7","0","0"
"70歳以上","0","2","0","0","0","0","29","4","2"
"合計","77","50","15","19","6","1","64","31","3"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年11月"
"集計期間終了月","2005年11月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","19","0"
"1～4歳","0","0","0","0","0","0","7","30","0"
"5～9歳","0","0","0","0","0","0","2","8","0"
"10～14歳","1","1","0","0","0","0","1","0","0"
"15～19歳","9","1","0","5","2","1","3","0","1"
"20～24歳","38","14","10","11","3","1","4","0","0"
"25～29歳","51","19","13","13","1","0","1","2","0"
"30～34歳","24","16","11","16","0","0","2","0","0"
"35～39歳","24","10","5","17","0","0","3","0","0"
"40～44歳","10","16","7","7","1","0","4","1","0"
"45～49歳","5","2","3","10","0","0","3","1","0"
"50～54歳","4","6","1","3","0","1","3","1","1"
"55～59歳","6","4","3","3","1","0","6","2","0"
"60～64歳","2","3","1","2","0","0","11","0","0"
"65～69歳","0","2","0","0","0","0","17","1","1"
"70歳以上","0","3","0","0","0","0","71","8","5"
"合計","174","97","54","87","8","3","145","73","8"
"定点数","41","41","41","41","41","41","25","25","25"


