"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年33週
"集計期間終了週",2012年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","1","4","362"
"RSウイルス感染症","63","43","106","219"
"咽頭結膜熱","46","34","80","219"
"Ａ群溶血性レンサ球菌咽頭炎","69","71","140","219"
"感染性胃腸炎","282","241","523","219"
"水痘","37","26","63","219"
"手足口病","64","57","121","219"
"伝染性紅斑","8","2","10","219"
"突発性発しん","43","48","91","219"
"百日咳","1","2","3","219"
"ヘルパンギーナ","152","126","278","219"
"流行性耳下腺炎","19","20","39","219"
"不明発しん症","10","16","26","219"
"川崎病","1","0","1","219"
"急性出血性結膜炎","0","1","1","36"
"流行性角結膜炎","6","6","12","36"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","3","6","25"
"マイコプラズマ肺炎","6","5","11","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"インフルエンザ入院","0","0","0","25"
