"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年31週
"集計期間終了週",2024年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","49","53","102","418"
"新型コロナウイルス感染症（COVID-19）","1381","1650","3031","418"
"RSウイルス感染症","58","46","104","263"
"咽頭結膜熱","25","23","48","263"
"Ａ群溶血性レンサ球菌咽頭炎","238","175","413","263"
"感染性胃腸炎","397","340","737","263"
"水痘","18","12","30","263"
"手足口病","1466","1324","2790","263"
"伝染性紅斑","50","49","99","263"
"突発性発しん","40","39","79","263"
"ヘルパンギーナ","252","224","476","263"
"流行性耳下腺炎","5","2","7","263"
"不明発しん症","4","6","10","263"
"川崎病","4","2","6","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","13","8","21","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","19","22","41","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","1","3","25"
"COVID-19入院","106","98","204","25"
