"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年8週
"集計期間終了週",2022年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","407"
"RSウイルス感染症","2","1","3","254"
"咽頭結膜熱","0","0","0","254"
"Ａ群溶血性レンサ球菌咽頭炎","6","6","12","254"
"感染性胃腸炎","518","484","1002","254"
"水痘","2","3","5","254"
"手足口病","2","1","3","254"
"伝染性紅斑","4","4","8","254"
"突発性発しん","18","18","36","254"
"ヘルパンギーナ","0","0","0","254"
"流行性耳下腺炎","5","4","9","254"
"不明発しん症","2","1","3","254"
"川崎病","0","1","1","254"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","0","2","2","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
