"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年6月"
"集計期間終了月","2007年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","19","8","9","21","1","0","7","1","0","",""
"区南部","0","2","0","3","0","0","3","1","0","",""
"区西南部","5","2","1","4","0","0","4","1","0","",""
"区西部","41","27","18","34","0","1","45","6","0","",""
"区西北部","19","11","10","8","0","2","3","0","0","",""
"区東北部","10","1","1","2","0","0","5","5","0","",""
"区東部","23","8","1","17","0","0","2","4","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","1","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","",""
"北多摩南部","3","0","0","1","0","0","8","1","0","",""
"北多摩北部","0","0","0","0","0","0","10","6","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","121","59","40","90","1","3","89","25","1","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年6月"
"集計期間終了月","2007年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","31","8","3","1","1","1","4","2","0","",""
"区南部","2","0","0","0","0","0","1","0","0","",""
"区西南部","5","8","3","0","0","0","1","0","0","",""
"区西部","12","9","11","5","2","0","28","6","0","",""
"区西北部","13","5","2","2","2","0","2","0","0","",""
"区東北部","3","0","1","0","0","0","3","3","0","",""
"区東部","14","5","2","2","2","0","1","5","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","4","1","0","11","0","4","0","2","",""
"北多摩西部","12","2","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","1","0","0","0","3","1","0","",""
"北多摩北部","0","0","0","1","1","0","7","8","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","105","41","25","11","19","1","54","25","2","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年6月"
"集計期間終了月","2007年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","50","16","12","22","2","1","11","3","0","11","4"
"区南部","2","2","0","3","0","0","4","1","0","3","1"
"区西南部","10","10","4","4","0","0","5","1","0","5","4"
"区西部","53","36","29","39","2","1","73","12","0","10","4"
"区西北部","32","16","12","10","2","2","5","0","0","6","2"
"区東北部","13","1","2","2","0","0","8","8","0","3","1"
"区東部","37","13","3","19","2","0","3","9","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","13","4","1","0","11","0","5","0","3","5","1"
"北多摩西部","13","2","1","0","0","0","0","0","0","2","1"
"北多摩南部","3","0","1","1","0","0","11","2","0","3","2"
"北多摩北部","0","0","0","1","1","0","17","14","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","1"
"合計","226","100","65","101","20","4","143","50","3","55","25"


