"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年16週
"集計期間終了週",2000年16週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","3","6","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","0","1","1","142"
"Ａ群溶血性レンサ球菌咽頭炎","64","52","116","142"
"感染性胃腸炎","392","380","772","142"
"水痘","88","92","180","142"
"手足口病","15","5","20","142"
"伝染性紅斑","20","17","37","142"
"突発性発しん","41","33","74","142"
"百日咳","1","1","2","142"
"風しん","3","6","9","142"
"ヘルパンギーナ","10","7","17","142"
"麻しん（成人麻しん以外）","8","7","15","142"
"流行性耳下腺炎","26","28","54","142"
"不明発しん症","5","8","13","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","12","10","22","14"
"急性脳炎(日本脳炎を除く)","1","0","1","25"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","1","2","25"
