"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2000年31週"
"集計期間終了週","2000年31週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","3","13","5","16","2","2","0","0","11","0","10","1","1","0","5","0","0","0","0","0","0","","","","","",""
"区南部","0","0","0","1","12","4","25","1","6","0","0","27","0","4","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","1","7","4","20","2","5","0","0","16","0","8","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","3","11","2","17","2","2","0","0","24","0","4","0","0","0","15","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","1","0","8","11","31","1","7","0","0","14","2","9","0","0","0","5","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","3","3","11","3","36","1","2","1","0","21","1","5","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","3","1","11","5","15","3","1","0","0","12","0","13","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","9","3","25","0","3","0","0","44","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","0","17","6","14","0","3","0","0","20","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","2","2","4","0","6","0","1","0","0","6","3","5","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","1","4","0","7","1","1","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","4","9","3","8","0","5","0","0","11","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","14","21","116","46","229","13","38","1","0","210","8","70","7","1","0","26","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2000年31週"
"集計期間終了週","2000年31週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","2","2","8","1","8","1","2","0","0","10","1","5","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","0","1","1","8","4","22","1","1","0","0","26","0","6","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","1","10","5","20","2","3","0","0","28","3","8","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","2","15","4","15","3","2","0","0","19","1","2","0","0","0","12","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","3","2","8","9","15","1","4","0","0","14","2","5","0","1","0","5","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","4","2","9","4","35","1","6","1","0","7","1","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","2","1","8","5","21","2","3","0","0","8","1","7","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","10","7","33","0","1","0","0","33","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","0","9","3","10","3","1","0","0","21","1","3","1","1","1","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","2","1","2","1","4","0","1","0","0","2","1","3","2","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","1","2","0","2","1","1","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","2","4","1","3","7","0","1","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","20","19","90","46","197","15","26","1","0","175","12","49","9","4","1","23","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2000年31週"
"集計期間終了週","2000年31週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
