"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年51週
"集計期間終了週",2010年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","319","346","665","285"
"RSウイルス感染症","64","51","115","148"
"咽頭結膜熱","45","38","83","148"
"Ａ群溶血性レンサ球菌咽頭炎","218","201","419","148"
"感染性胃腸炎","1260","1258","2518","148"
"水痘","165","143","308","148"
"手足口病","15","14","29","148"
"伝染性紅斑","51","63","114","148"
"突発性発しん","36","31","67","148"
"百日咳","3","3","6","148"
"ヘルパンギーナ","2","2","4","148"
"流行性耳下腺炎","22","19","41","148"
"不明発しん症","5","2","7","148"
"川崎病","1","1","2","148"
"急性出血性結膜炎","1","1","2","39"
"流行性角結膜炎","22","17","39","39"
"細菌性髄膜炎","0","1","1","23"
"無菌性髄膜炎","1","0","1","23"
"マイコプラズマ肺炎","11","11","22","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
